prefijo apollo1 apollo2 plataforma area inicio fin codcentral tecliente central
158600 *8432 *8132 HC6 0212 1586000800 1586009999 CCS POSPAGO TDMA Caracas
158601 *8452 *8152 HC6 0251 1586010000 1586019999 BTO POSPAGO TDMA Barquisimeto
158602 *8472 *8172 HC6 0276 1586020000 1586029999 SCR POSPAGO TDMA SanCristobal
158604 *8432 *8132 HC6 0212 1586040000 1586040999 CCS POSPAGO TDMA Caracas
158605 *8432 *8132 HC6 0212 1586050000 1586089999 CCS POSPAGO TDMA Caracas
158606 *8432 *8132 HC6 0212 1586050000 1586089999 CCS POSPAGO TDMA Caracas
158607 *8432 *8132 HC6 0212 1586050000 1586089999 CCS POSPAGO TDMA Caracas
158608 *8432 *8132 HC6 0212 1586050000 1586089999 CCS POSPAGO TDMA Caracas
158609 *8432 *8132 HC6 0212 1586090000 1586099999 CCS POSPAGO TDMA Caracas
158610 *8432 *8132 HC6 0212 1586101000 1586109999 CCS POSPAGO TDMA Caracas
158611 *8432 *8132 HC6 0212 1586110000 1586119999 CCS POSPAGO TDMA Caracas
158612 *8432 *8132 HC6 0212 1586120000 1586129999 CCS POSPAGO TDMA Caracas
158613 *8432 *8132 HC6 0212 1586130000 1586139999 CCS POSPAGO TDMA Caracas
158614 *8432 *8132 HC6 0212 1586140000 1586149999 CCS POSPAGO TDMA Caracas
158615 *8432 *8132 HC6 0212 1586150000 1586159999 CCS POSPAGO TDMA Caracas
158618 *8432 *8132 HC6 0212 1586180000 1586189999 CCS POSPAGO TDMA Caracas
158620 *8432 *8132 HC6 0212 1586200000 1586219999 CCS POSPAGO TDMA Caracas
158621 *8432 *8132 HC6 0212 1586200000 1586219999 CCS POSPAGO TDMA Caracas
158622 *8432 *8132 HC6 0212 1586220000 1586229999 CCS POSPAGO TDMA Caracas
158623 *8432 *8132 HC6 0212 1586230000 1586239999 CCS POSPAGO TDMA Caracas
158624 *8432 *8132 HC6 0212 1586240000 1586249999 CCS POSPAGO TDMA Caracas
158625 *8432 *8132 HC6 0212 1586250000 1586259999 CCS POSPAGO TDMA Caracas
158626 *8432 *8132 HC6 0212 1586260000 1586269999 CCS POSPAGO TDMA Caracas
158627 *8432 *8132 HC6 0212 1586270000 1586279999 CCS POSPAGO TDMA Caracas
158628 *8432 *8132 HC6 0212 1586280000 1586289999 CCS POSPAGO TDMA Caracas
158629 *8432 *8132 HC6 0212 1586290000 1586299999 CCS POSPAGO TDMA Caracas
158630 *8432 *8132 HC6 0212 1586300000 1586301999 CCS POSPAGO TDMA Caracas
158630 *8432 *8132 HC6 0212 1586302000 1586309999 CCS POSPAGO TDMA Caracas
158631 *8432 *8132 HC6 0212 1586310000 1586319999 CCS POSPAGO TDMA Caracas
158632 *8432 *8132 HC6 0212 1586320000 1586320299 CCS POSPAGO TDMA Caracas
158632 *8432 *8132 HC6 0212 1586320300 1586320399 CCS POSPAGO TDMA Caracas
158632 *8432 *8132 HC6 0212 1586321000 1586359999 CCS POSPAGO TDMA Caracas
158633 *8432 *8132 HC6 0212 1586321000 1586359999 CCS POSPAGO TDMA Caracas
158634 *8432 *8132 HC6 0212 1586321000 1586359999 CCS POSPAGO TDMA Caracas
158635 *8432 *8132 HC6 0212 1586321000 1586359999 CCS POSPAGO TDMA Caracas
158636 *8432 *8132 HC6 0212 1586360000 1586362999 CCS POSPAGO TDMA Caracas
158636 *8432 *8132 HC6 0212 1586363000 1586399999 CCS POSPAGO TDMA Caracas
158637 *8432 *8132 HC6 0212 1586363000 1586399999 CCS POSPAGO TDMA Caracas
158638 *8432 *8132 HC6 0212 1586363000 1586399999 CCS POSPAGO TDMA Caracas
158639 *8432 *8132 HC6 0212 1586363000 1586399999 CCS POSPAGO TDMA Caracas
158640 *8443 *8143 HC6 0241 1586400000 1586409999 VAL POSPAGO TDMA Valencia
158641 *8443 *8143 HC6 0241 1586410000 1586419999 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586420000 1586425099 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586425100 1586425999 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586426000 1586427999 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586428000 1586428399 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586428400 1586428499 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586428500 1586428999 VAL POSPAGO TDMA Valencia
158642 *8443 *8143 HC6 0241 1586429000 1586429999 VAL POSPAGO TDMA Valencia
158643 *8443 *8143 HC6 0243 1586430000 1586439999 VAL POSPAGO TDMA Maracay
158644 *8443 *8143 HC6 0241 1586440000 1586449999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586450000 1586451999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586452000 1586452299 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586452400 1586452599 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586452700 1586453399 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586453800 1586453999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586454000 1586454599 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586455000 1586455099 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586455100 1586455499 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586455500 1586455599 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586455600 1586455999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586456000 1586456099 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586456100 1586456899 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586456900 1586456999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586457000 1586457999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586458000 1586458999 VAL POSPAGO TDMA Valencia
158645 *8443 *8143 HC6 0241 1586459000 1586459999 VAL POSPAGO TDMA Valencia
158646 *8443 *8143 HC6 0243 1586460000 1586469999 VAL POSPAGO TDMA Maracay
158647 *8443 *8143 HC6 0241 1586470000 1586479599 VAL POSPAGO TDMA Valencia
158647 *8443 *8143 HC6 0241 1586479700 1586479799 VAL POSPAGO TDMA Valencia
158647 *8443 *8143 HC6 0241 1586479900 1586479999 VAL POSPAGO TDMA Valencia
158648 *8443 *8143 HC6 0241 1586480000 1586489999 VAL POSPAGO TDMA Valencia
158650 *8452 *8152 HC6 0251 1586500000 1586519999 BTO POSPAGO TDMA Barquisimeto
158651 *8452 *8152 HC6 0251 1586500000 1586519999 BTO POSPAGO TDMA Barquisimeto
158652 *8452 *8152 HC6 0251 1586520000 1586521199 BTO POSPAGO TDMA Barquisimeto
158652 *8452 *8152 HC6 0251 1586522000 1586522099 BTO POSPAGO TDMA Barquisimeto
158652 *8452 *8152 HC6 0251 1586522800 1586522999 BTO POSPAGO TDMA Barquisimeto
158652 *8452 *8152 HC6 0251 1586526000 1586526299 BTO POSPAGO TDMA Barquisimeto
158653 *8452 *8152 HC6 0251 1586530000 1586530299 BTO POSPAGO TDMA Barquisimeto
158654 *8452 *8152 HC6 0251 1586540000 1586542099 BTO POSPAGO TDMA Barquisimeto
158654 *8452 *8152 HC6 0251 1586543000 1586543099 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586550000 1586553199 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586554000 1586554099 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586554200 1586554299 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586554600 1586554699 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586554800 1586554899 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586555000 1586555099 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586556000 1586557299 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586557700 1586557799 BTO POSPAGO TDMA Barquisimeto
158655 *8452 *8152 HC6 0251 1586558000 1586558099 BTO POSPAGO TDMA Barquisimeto
158656 *8452 *8152 HC6 0251 1586560000 1586569299 BTO POSPAGO TDMA Barquisimeto
158656 *8452 *8152 HC6 0251 1586569400 1586569499 BTO POSPAGO TDMA Barquisimeto
158656 *8452 *8152 HC6 0251 1586569600 1586569999 BTO POSPAGO TDMA Barquisimeto
158657 *8452 *8152 HC6 0251 1586570000 1586570999 BTO POSPAGO TDMA Barquisimeto
158657 *8452 *8152 HC6 0251 1586571900 1586572099 BTO POSPAGO TDMA Barquisimeto
158657 *8452 *8152 HC6 0251 1586574000 1586574599 BTO POSPAGO TDMA Barquisimeto
158657 *8452 *8152 HC6 0251 1586574700 1586574799 BTO POSPAGO TDMA Barquisimeto
158657 *8452 *8152 HC6 0251 1586574900 1586574999 BTO POSPAGO TDMA Barquisimeto
158658 *8452 *8152 HC6 0251 1586580000 1586580099 BTO POSPAGO TDMA Barquisimeto
158660 *8462 *8162 HC6 0261 1586600000 1586609999 MAR POSPAGO TDMA Maracaibo
158661 *8462 *8162 HC6 0261 1586610000 1586619999 MAR POSPAGO TDMA Maracaibo
158662 *8462 *8162 HC6 0261 1586620000 1586629999 MAR POSPAGO TDMA Maracaibo
158664 *8462 *8162 HC6 0261 1586640000 1586642999 MAR POSPAGO TDMA Maracaibo
158664 *8462 *8162 HC6 0261 1586645000 1586645499 MAR POSPAGO TDMA Maracaibo
158664 *8462 *8162 HC6 0261 1586647000 1586648999 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586650000 1586654999 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586655000 1586655499 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586655500 1586655999 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586656000 1586656199 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586656500 1586656599 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586657000 1586657099 MAR POSPAGO TDMA Maracaibo
158665 *8462 *8162 HC6 0261 1586658000 1586658499 MAR POSPAGO TDMA Maracaibo
158666 *8462 *8162 HC6 0261 1586660000 1586669999 MAR POSPAGO TDMA Maracaibo
158667 *8462 *8162 HC6 0261 1586670000 1586670299 MAR POSPAGO TDMA Maracaibo
158667 *8462 *8162 HC6 0261 1586670700 1586670799 MAR POSPAGO TDMA Maracaibo
158667 *8462 *8162 HC6 0261 1586671000 1586671099 MAR POSPAGO TDMA Maracaibo
158668 *8462 *8162 HC6 0261 1586680000 1586682699 MAR POSPAGO TDMA Maracaibo
158668 *8462 *8162 HC6 0261 1586682800 1586682999 MAR POSPAGO TDMA Maracaibo
158669 *8462 *8162 HC6 0261 1586690000 1586695699 MAR POSPAGO TDMA Maracaibo
158669 *8462 *8162 HC6 0261 1586696000 1586696299 MAR POSPAGO TDMA Maracaibo
158669 *8462 *8162 HC6 0261 1586696500 1586696599 MAR POSPAGO TDMA Maracaibo
158669 *8462 *8162 HC6 0261 1586697000 1586697099 MAR POSPAGO TDMA Maracaibo
158671 *8472 *8172 HC6 0276 1586710000 1586713999 SCR POSPAGO TDMA SanCristobal
158671 *8472 *8172 HC6 0276 1586714500 1586714999 SCR POSPAGO TDMA SanCristobal
158671 *8472 *8172 HC6 0276 1586716500 1586716999 SCR POSPAGO TDMA SanCristobal
158672 *8472 *8172 HC6 0276 1586720000 1586721499 SCR POSPAGO TDMA SanCristobal
158672 *8472 *8172 HC6 0276 1586722000 1586722499 SCR POSPAGO TDMA SanCristobal
158673 *8472 *8172 HC6 0276 1586730000 1586733499 SCR POSPAGO TDMA SanCristobal
158673 *8472 *8172 HC6 0276 1586734000 1586734999 SCR POSPAGO TDMA SanCristobal
158674 *8472 *8172 HC6 0276 1586740000 1586746999 SCR POSPAGO TDMA SanCristobal
158674 *8472 *8172 HC6 0276 1586748000 1586749999 SCR POSPAGO TDMA SanCristobal
158675 *8472 *8172 HC6 0276 1586750000 1586751499 SCR POSPAGO TDMA SanCristobal
158675 *8472 *8172 HC6 0276 1586752000 1586752499 SCR POSPAGO TDMA SanCristobal
158675 *8472 *8172 HC6 0276 1586753000 1586753499 SCR POSPAGO TDMA SanCristobal
158676 *8472 *8172 HC6 0276 1586760000 1586769999 SCR POSPAGO TDMA SanCristobal
158677 *8472 *8172 HC6 0276 1586770000 1586770499 SCR POSPAGO TDMA SanCristobal
158677 *8472 *8172 HC6 0276 1586771000 1586771999 SCR POSPAGO TDMA SanCristobal
158678 *8472 *8172 HC6 0276 1586781300 1586781799 SCR POSPAGO TDMA SanCristobal
158678 *8472 *8172 HC6 0276 1586782300 1586782799 SCR POSPAGO TDMA SanCristobal
158679 *8472 *8172 HC6 0276 1586790000 1586794399 SCR POSPAGO TDMA SanCristobal
158680 *8482 *8182 HC6 0281 1586800000 1586800999 LCH POSPAGO TDMA PuertoLaCruz
158680 *8482 *8182 HC6 0281 1586801000 1586809999 LCH POSPAGO TDMA PuertoLaCruz
158681 *8482 *8182 HC6 0281 1586810000 1586819999 LCH POSPAGO TDMA PuertoLaCruz
158682 *8482 *8182 HC6 0281 1586820000 1586825499 LCH POSPAGO TDMA PuertoLaCruz
158682 *8482 *8182 HC6 0281 1586826000 1586826499 LCH POSPAGO TDMA PuertoLaCruz
158683 *8482 *8182 HC6 0281 1586830000 1586833999 LCH POSPAGO TDMA PuertoLaCruz
158683 *8482 *8182 HC6 0281 1586834000 1586836499 LCH POSPAGO TDMA PuertoLaCruz
158683 *8482 *8182 HC6 0281 1586837000 1586837499 LCH POSPAGO TDMA PuertoLaCruz
158684 *8482 *8182 HC6 0281 1586840000 1586849999 LCH POSPAGO TDMA PuertoLaCruz
158685 *8492 *8192 HC6 0286 1586850000 1586858999 PTO POSPAGO TDMA PuertoOrdaz
158686 *8492 *8192 HC6 0286 1586860000 1586869999 PTO POSPAGO TDMA PuertoOrdaz
158687 *8492 *8192 HC6 0286 1586870000 1586879999 PTO POSPAGO TDMA PuertoOrdaz
158688 *8492 *8192 HC6 0286 1586880000 1586880499 PTO POSPAGO TDMA PuertoOrdaz
158688 *8492 *8192 HC6 0286 1586881000 1586881499 PTO POSPAGO TDMA PuertoOrdaz
158689 *8492 *8192 HC6 0286 1586890000 1586894999 PTO POSPAGO TDMA PuertoOrdaz
158691 *8492 *8192 HC6 0286 1586910000 1586919999 PTO POSPAGO TDMA PuertoOrdaz
158692 *8492 *8192 HC6 0286 1586920000 1586924499 PTO POSPAGO TDMA PuertoOrdaz
158692 *8492 *8192 HC6 0286 1586925000 1586926999 PTO POSPAGO TDMA PuertoOrdaz
158692 *8492 *8192 HC6 0286 1586929000 1586929699 PTO POSPAGO TDMA PuertoOrdaz
158692 *8492 *8192 HC6 0286 1586929700 1586929999 PTO POSPAGO TDMA PuertoOrdaz
158693 *8482 *8182 HC6 0281 1586930000 1586934499 LCH POSPAGO TDMA PuertoLaCruz
158693 *8482 *8182 HC6 0281 1586935000 1586935999 LCH POSPAGO TDMA PuertoLaCruz
158694 *8482 *8182 HC6 0281 1586940000 1586942499 LCH POSPAGO TDMA PuertoLaCruz
158694 *8482 *8182 HC6 0281 1586943000 1586943499 LCH POSPAGO TDMA PuertoLaCruz
158695 *8482 *8182 HC6 0295 1586950000 1586959999 LCH POSPAGO TDMA Porlamar
158696 *8482 *8182 HC6 0295 1586960000 1586969999 LCH POSPAGO TDMA Porlamar
158697 *8492 *8192 HC6 0286 1586970000 1586970999 PTO POSPAGO TDMA PuertoOrdaz
158699 *8492 *8192 HC6 0281 1586990000 1586990399 LCH POSPAGO TDMA PuertoLaCruz
199599 *8432 *8132 HC6 0212 1995990000 1995994999 CCS POSPAGO GSM PRUEBASROAMING
158190 *8492 *8192 HC6 0286 1581904900 1581906899 PTO PREPAGO TDMA PuertoOrdaz
158234 *8443 *8143 HC6 0212 1582341000 1582345999 CCS PREPAGO TDMA Caracas
158234 *8443 *8143 HC6 0241 1582346100 1582346329 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582424500 1582424999 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582425000 1582425488 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582425989 1582426488 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582426489 1582426999 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582427100 1582427899 VAL PREPAGO TDMA Valencia
158242 *8443 *8143 HC6 0241 1582428900 1582429399 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582451000 1582452630 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582452631 1582452631 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582452632 1582453900 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582453901 1582453901 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582453902 1582455999 VAL PREPAGO TDMA Valencia
158245 *8443 *8143 HC6 0241 1582456000 1582457499 VAL PREPAGO TDMA Valencia
158247 *8443 *8143 HC6 0241 1582470300 1582471099 VAL PREPAGO TDMA Valencia
158247 *8443 *8143 HC6 0241 1582471100 1582472099 VAL PREPAGO TDMA Valencia
158247 *8443 *8143 HC6 0241 1582472900 1582473899 VAL PREPAGO TDMA Valencia
158247 *8443 *8143 HC6 0241 1582473900 1582474899 VAL PREPAGO TDMA Valencia
158247 *8443 *8143 HC6 0241 1582478800 1582478999 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582480000 1582481286 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582482287 1582482999 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582483000 1582483815 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582483816 1582483965 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582483966 1582484899 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582485900 1582486899 VAL PREPAGO TDMA Valencia
158248 *8443 *8143 HC6 0241 1582486900 1582487499 VAL PREPAGO TDMA Valencia
158249 *8443 *8143 HC6 0241 1582491600 1582493099 VAL PREPAGO TDMA Valencia
158249 *8443 *8143 HC6 0241 1582495400 1582496399 VAL PREPAGO TDMA Valencia
158249 *8443 *8143 HC6 0241 1582498800 1582499799 VAL PREPAGO TDMA Valencia
158249 *8443 *8143 HC6 0241 1582499800 1582499999 VAL PREPAGO TDMA Valencia
158250 *8452 *8152 HC6 0251 1582500000 1582504999 BTO PREPAGO TDMA Barquisimeto
158252 *8452 *8152 HC6 0251 1582521000 1582521999 BTO PREPAGO TDMA Barquisimeto
158252 *8452 *8152 HC6 0251 1582523000 1582523499 BTO PREPAGO TDMA Barquisimeto
158254 *8452 *8152 HC6 0251 1582542900 1582543299 BTO PREPAGO TDMA Barquisimeto
158257 *8452 *8152 HC6 0251 1582570000 1582570299 BTO PREPAGO TDMA Barquisimeto
158257 *8452 *8152 HC6 0251 1582573400 1582574059 BTO PREPAGO TDMA Barquisimeto
158260 *8462 *8162 HC6 0261 1582600000 1582604999 MAR PREPAGO TDMA Maracaibo
158260 *8462 *8162 HC6 0261 1582609100 1582612099 MAR PREPAGO TDMA Maracaibo
158261 *8462 *8162 HC6 0261 1582609100 1582612099 MAR PREPAGO TDMA Maracaibo
158261 *8462 *8162 HC6 0261 1582615100 1582617099 MAR PREPAGO TDMA Maracaibo
158262 *8462 *8162 HC6 0261 1582623100 1582623499 MAR PREPAGO TDMA Maracaibo
158262 *8462 *8162 HC6 0261 1582629100 1582632099 MAR PREPAGO TDMA Maracaibo
158263 *8462 *8162 HC6 0261 1582629100 1582632099 MAR PREPAGO TDMA Maracaibo
158263 *8462 *8162 HC6 0261 1582632100 1582637099 MAR PREPAGO TDMA Maracaibo
158263 *8462 *8162 HC6 0261 1582637100 1582647099 MAR PREPAGO TDMA Maracaibo
158264 *8462 *8162 HC6 0261 1582637100 1582647099 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582652200 1582652399 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582652400 1582652999 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582653000 1582653099 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582653100 1582653112 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582654000 1582654999 MAR PREPAGO TDMA Maracaibo
158265 *8462 *8162 HC6 0261 1582656600 1582656869 MAR PREPAGO TDMA Maracaibo
158267 *8462 *8162 HC6 0261 1582674000 1582674499 MAR PREPAGO TDMA Maracaibo
158268 *8462 *8162 HC6 0261 1582684900 1582684999 MAR PREPAGO TDMA Maracaibo
158270 *8472 *8172 HC6 0276 1582700000 1582700992 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582700993 1582701442 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582701443 1582701999 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582702000 1582702992 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582702993 1582702999 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582704000 1582704999 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582705000 1582705999 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582706100 1582706549 SCR PREPAGO TDMA SanCristobal
158270 *8472 *8172 HC6 0276 1582707550 1582709099 SCR PREPAGO TDMA SanCristobal
158271 *8472 *8172 HC6 0276 1582710100 1582713099 SCR PREPAGO TDMA SanCristobal
158271 *8472 *8172 HC6 0276 1582713100 1582714099 SCR PREPAGO TDMA SanCristobal
158271 *8472 *8172 HC6 0276 1582714100 1582715099 SCR PREPAGO TDMA SanCristobal
158271 *8472 *8172 HC6 0276 1582715100 1582716099 SCR PREPAGO TDMA SanCristobal
158271 *8472 *8172 HC6 0276 1582716100 1582718099 SCR PREPAGO TDMA SanCristobal
158272 *8472 *8172 HC6 0276 1582723100 1582723499 SCR PREPAGO TDMA SanCristobal
158272 *8472 *8172 HC6 0276 1582725000 1582725733 SCR PREPAGO TDMA SanCristobal
158272 *8472 *8172 HC6 0276 1582729500 1582730789 SCR PREPAGO TDMA SanCristobal
158273 *8472 *8172 HC6 0276 1582729500 1582730789 SCR PREPAGO TDMA SanCristobal
158274 *8472 *8172 HC6 0276 1582746500 1582747999 SCR PREPAGO TDMA SanCristobal
158275 *8472 *8172 HC6 0276 1582755100 1582757599 SCR PREPAGO TDMA SanCristobal
158275 *8472 *8172 HC6 0276 1582758600 1582760599 SCR PREPAGO TDMA SanCristobal
158276 *8472 *8172 HC6 0276 1582758600 1582760599 SCR PREPAGO TDMA SanCristobal
158276 *8472 *8172 HC6 0276 1582768300 1582774299 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582768300 1582774299 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582774300 1582777299 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582777800 1582778299 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582778300 1582778780 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582778781 1582778781 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582778782 1582778881 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582778882 1582778999 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582779000 1582779349 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582779350 1582779699 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582779700 1582779799 SCR PREPAGO TDMA SanCristobal
158277 *8472 *8172 HC6 0276 1582779800 1582779999 SCR PREPAGO TDMA SanCristobal
158278 *8472 *8172 HC6 0276 1582780100 1582780599 SCR PREPAGO TDMA SanCristobal
158278 *8472 *8172 HC6 0276 1582780600 1582780799 SCR PREPAGO TDMA SanCristobal
158278 *8472 *8172 HC6 0276 1582786200 1582789199 SCR PREPAGO TDMA SanCristobal
158278 *8472 *8172 HC6 0276 1582789200 1582790199 SCR PREPAGO TDMA SanCristobal
158279 *8472 *8172 HC6 0276 1582789200 1582790199 SCR PREPAGO TDMA SanCristobal
158279 *8472 *8172 HC6 0276 1582795200 1582797021 SCR PREPAGO TDMA SanCristobal
158282 *8482 *8182 HC6 0281 1582822500 1582822999 LCH PREPAGO TDMA PuertoLaCruz
158283 *8482 *8182 HC6 0281 1582830000 1582831741 LCH PREPAGO TDMA PuertoLaCruz
158283 *8482 *8182 HC6 0281 1582831742 1582832311 LCH PREPAGO TDMA PuertoLaCruz
158283 *8482 *8182 HC6 0281 1582834100 1582834999 LCH PREPAGO TDMA PuertoLaCruz
158283 *8482 *8182 HC6 0281 1582835000 1582835065 LCH PREPAGO TDMA PuertoLaCruz
158283 *8482 *8182 HC6 0281 1582836066 1582836099 LCH PREPAGO TDMA PuertoLaCruz
158286 *8492 *8192 HC6 0286 1582864000 1582865299 PTO PREPAGO TDMA PuertoOrdaz
158286 *8492 *8192 HC6 0286 1582865300 1582865999 PTO PREPAGO TDMA PuertoOrdaz
158286 *8492 *8192 HC6 0286 1582869100 1582870448 PTO PREPAGO TDMA PuertoOrdaz
158287 *8492 *8192 HC6 0286 1582869100 1582870448 PTO PREPAGO TDMA PuertoOrdaz
158287 *8492 *8192 HC6 0286 1582873100 1582874099 PTO PREPAGO TDMA PuertoOrdaz
158289 *8492 *8192 HC6 0286 1582892400 1582893399 PTO PREPAGO TDMA PuertoOrdaz
158293 *8482 *8182 HC6 0295 1582939600 1582939999 LCH PREPAGO TDMA Porlamar
158298 *8492 *8192 HC6 0286 1582983000 1582984499 PTO PREPAGO TDMA PuertoOrdaz
158330 *8443 *8143 HC6 0241 1583300000 1583300999 VAL PREPAGO TDMA Valencia
158337 *8443 *8143 HC6 0241 1583375000 1583375254 VAL PREPAGO TDMA Valencia
158337 *8443 *8143 HC6 0241 1583375255 1583375255 VAL PREPAGO TDMA Valencia
158337 *8443 *8143 HC6 0241 1583375256 1583379999 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583383200 1583383521 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583383522 1583383561 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583383562 1583383801 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583383802 1583383999 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583384000 1583384499 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583384600 1583385199 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583385200 1583386629 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583386630 1583386699 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583386800 1583386999 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583387000 1583387550 VAL PREPAGO TDMA Valencia
